seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	103880977	103881066	90	*	X03461	8861	103867325	103880210	12886	-	766	upstream	766	LDB1
chr10	103912045	103912071	27	*	X03464	9221	103911933	103923627	11695	+	0	inside	111	NOLC1
chr10	103985897	103985963	67	*	X03465	83401	103986143	103989344	3202	+	179	upstream	179	ELOVL3
chr10	104001170	104001349	180	*	X03469	5309	103989946	104001231	11286	-	0	overlapStart	0	PITX3
chr10	104004845	104004949	105	*	X03470	8729	104005255	104142656	137402	+	305	upstream	305	GBF1
chr10	104153902	104154006	105	*	X03473	4791	104153867	104162286	8420	+	0	inside	34	NFKB2
chr10	104178740	104178957	218	*	X03480	79176	104178979	104182893	3915	+	21	upstream	21	FBXL15
chr10	104179282	104179566	285	*	X03481	5662	104162374	104179691	17318	-	0	inside	124	PSD
chr10	104180977	104181096	120	*	X03482	5662	104162374	104179691	17318	-	1285	upstream	1285	PSD
chr10	104181223	104181297	75	*	X03483	5662	104162374	104179691	17318	-	1531	upstream	1531	PSD
chr10	104192167	104192286	120	*	X03484	79004	104183002	104192423	9422	-	0	inside	136	CUEDC2
chr10	104194408	104194512	105	*	X03485	79004	104183002	104192423	9422	-	1984	upstream	1984	CUEDC2
chr10	104194408	104194512	105	*	X03485	574447	104196269	104196341	73	+	1756	upstream	1756	MIR146B
chr10	104195332	104195586	255	*	X03486	574447	104196269	104196341	73	+	682	upstream	682	MIR146B
chr10	104195848	104196057	210	*	X03487	574447	104196269	104196341	73	+	211	upstream	211	MIR146B
chr10	104209762	104209911	150	*	X03488	100505761	104209574	104216050	6477	+	0	inside	187	RPARP-AS1
chr10	104221267	104221506	240	*	X03489	79847	104221170	104238858	17689	+	0	inside	96	MFSD13A
chr10	104263836	104263985	150	*	X03494	51684	104263719	104393214	129496	+	0	inside	116	SUFU
chr10	104263836	104263985	150	*	X03494	10121	104238986	104262512	23527	-	1323	upstream	1323	ACTR1A
chr10	104264332	104264661	330	*	X03495	10121	104238986	104262512	23527	-	1819	upstream	1819	ACTR1A
chr10	104402129	104402293	165	*	X03497	81603	104404252	104418076	13825	+	1958	upstream	1958	TRIM8
chr10	104402605	104402724	120	*	X03498	81603	104404252	104418076	13825	+	1527	upstream	1527	TRIM8
chr10	104402976	104403065	90	*	X03499	81603	104404252	104418076	13825	+	1186	upstream	1186	TRIM8
chr10	104403291	104403311	21	*	X03500	81603	104404252	104418076	13825	+	940	upstream	940	TRIM8
chr10	104475192	104475311	120	*	X03505	403	104433484	104474190	40707	-	1001	upstream	1001	ARL3
chr10	104503632	104503856	225	*	X03506	54838	104503727	104591851	88125	+	0	overlapStart	0	WBP1L
chr10	104628750	104628869	120	*	X03511	57412	104629210	104661655	32446	+	340	upstream	340	AS3MT
chr10	104628960	104629064	105	*	X03512	57412	104629210	104661655	32446	+	145	upstream	145	AS3MT
chr10	104629170	104629488	319	*	X03513	57412	104629210	104661655	32446	+	0	overlapStart	0	AS3MT
chr10	104952732	104953097	366	*	X03515	22978	104847774	104953063	105290	-	0	overlapStart	0	NT5C2
chr10	105036694	105036813	120	*	X03517	9118	105036920	105050108	13189	+	106	upstream	106	INA
chr10	105154529	105154535	7	*	X03518	100302174	105154010	105154158	149	-	370	upstream	370	MIR1307
chr10	105154529	105154535	7	*	X03518	22984	105156412	105206019	49608	+	1876	upstream	1876	PDCD11
chr10	105156726	105156845	120	*	X03519	84833	105148809	105156270	7462	-	455	upstream	455	ATP5MD
chr10	105212456	105212560	105	*	X03520	51063	105206543	105212658	6116	-	0	inside	97	CALHM2
chr10	105253523	105253535	13	*	X03521	9148	105253735	105352309	98575	+	199	upstream	199	NEURL1
chr10	105253721	105253825	105	*	X03522	9148	105253735	105352309	98575	+	0	overlapStart	0	NEURL1
chr10	105253946	105254035	90	*	X03523	9148	105253735	105352309	98575	+	0	inside	210	NEURL1
chr10	105615518	105615838	321	*	X03530	9644	105348285	105615164	266880	-	353	upstream	353	SH3PXD2A
chr10	105616109	105616228	120	*	X03531	9644	105348285	105615164	266880	-	944	upstream	944	SH3PXD2A
chr10	105677909	105678004	96	*	X03532	79991	105637318	105678045	40728	-	0	inside	40	STN1
chr10	105727238	105727297	60	*	X03533	9748	105727470	105787342	59873	+	172	upstream	172	SLK
chr10	105880320	105880375	56	*	X03534	119392	105881816	105886143	4328	+	1440	upstream	1440	SFR1
chr10	105882101	105882175	75	*	X03535	119392	105881816	105886143	4328	+	0	inside	284	SFR1
chr10	105991571	105991975	405	*	X03536	80217	105889646	105992120	102475	-	0	inside	144	CFAP43
chr10	106012886	106013020	135	*	X03537	9446	106013952	106027222	13271	+	931	upstream	931	GSTO1
chr10	111683945	111684064	120	*	X03544	7511	111624524	111683311	58788	-	633	upstream	633	XPNPEP1
chr10	111767637	111767882	246	*	X03548	100505933	111705317	111768139	62823	-	0	inside	256	ADD3-AS1
chr10	111768123	111768407	285	*	X03549	100505933	111705317	111768139	62823	-	0	overlapStart	0	ADD3-AS1
chr10	111966921	111967040	120	*	X03550	4601	111967363	112047123	79761	+	322	upstream	322	MXI1
chr10	111967206	111967325	120	*	X03551	4601	111967363	112047123	79761	+	37	upstream	37	MXI1
chr10	111967541	111967690	150	*	X03552	4601	111967363	112047123	79761	+	0	inside	177	MXI1
chr10	112064506	112064625	120	*	X03565	10285	112052798	112064707	11910	-	0	inside	81	SMNDC1
chr10	112065009	112065128	120	*	X03566	10285	112052798	112064707	11910	-	301	upstream	301	SMNDC1
chr10	112256757	112256811	55	*	X03567	1847	112257625	112271302	13678	+	813	upstream	813	DUSP5
chr10	112257061	112257165	105	*	X03568	1847	112257625	112271302	13678	+	459	upstream	459	DUSP5
chr10	112326561	112326680	120	*	X03569	9126	112327449	112364392	36944	+	768	upstream	768	SMC3
chr10	112327686	112327790	105	*	X03570	9126	112327449	112364392	36944	+	0	inside	236	SMC3
chr10	112404267	112404296	30	*	X03572	282996	112404155	112599227	195073	+	0	inside	111	RBM20
chr10	112631321	112631352	32	*	X03575	27250	112631553	112659764	28212	+	200	upstream	200	PDCD4
chr10	112631321	112631352	32	*	X03575	282997	112628648	112630662	2015	-	658	upstream	658	PDCD4-AS1
chr10	112631847	112631981	135	*	X03576	27250	112631553	112659764	28212	+	0	inside	293	PDCD4
chr10	112631847	112631981	135	*	X03576	282997	112628648	112630662	2015	-	1184	upstream	1184	PDCD4-AS1
chr10	112632131	112632250	120	*	X03577	282997	112628648	112630662	2015	-	1468	upstream	1468	PDCD4-AS1
chr10	112632596	112632700	105	*	X03578	282997	112628648	112630662	2015	-	1933	upstream	1933	PDCD4-AS1
chr10	112679280	112679321	42	*	X03579	8036	112679301	112773425	94125	+	0	overlapStart	0	SHOC2
chr10	112679280	112679321	42	*	X03579	92482	112658488	112679124	20637	-	155	upstream	155	BBIP1
chr10	112836278	112836307	30	*	X03580	150	112836790	112840662	3873	+	482	upstream	482	ADRA2A
chr10	112836486	112836590	105	*	X03581	150	112836790	112840662	3873	+	199	upstream	199	ADRA2A
chr10	114207894	114208028	135	*	X03583	64429	114190058	114207306	17249	-	587	upstream	587	ZDHHC6
chr10	114708555	114708674	120	*	X03586	6934	114710009	114927436	217428	+	1334	upstream	1334	TCF7L2
chr10	114709434	114709867	434	*	X03587	6934	114710009	114927436	217428	+	141	upstream	141	TCF7L2
chr10	114710244	114710348	105	*	X03588	6934	114710009	114927436	217428	+	0	inside	234	TCF7L2
chr10	115438398	115438457	60	*	X03594	840	115438921	115490668	51748	+	463	upstream	463	CASP7
chr10	115613802	115613906	105	*	X03596	374354	115614391	115672265	57875	+	484	upstream	484	NHLRC2
chr10	115613802	115613906	105	*	X03596	9937	115594483	115614163	19681	-	0	inside	256	DCLRE1A
chr10	115614370	115614534	165	*	X03597	374354	115614391	115672265	57875	+	0	overlapStart	0	NHLRC2
chr10	115614370	115614534	165	*	X03597	9937	115594483	115614163	19681	-	206	upstream	206	DCLRE1A
chr10	115803241	115803658	418	*	X03598	153	115803806	115806667	2862	+	147	upstream	147	ADRB1
chr10	116527679	116527783	105	*	X03600	3983	116190869	116528019	337151	-	0	inside	235	ABLIM1
chr10	116697457	116697591	135	*	X03603	142940	116697915	116737439	39525	+	323	upstream	323	TRUB1
chr10	116852336	116852455	120	*	X03604	26033	116853124	117708496	855373	+	668	upstream	668	ATRNL1
chr10	116852682	116852981	300	*	X03605	26033	116853124	117708496	855373	+	142	upstream	142	ATRNL1
chr10	118429455	118429589	135	*	X03608	143379	118423207	118429775	6569	-	0	inside	185	C10orf82
chr10	118429769	118429933	165	*	X03609	143379	118423207	118429775	6569	-	0	overlapStart	0	C10orf82
chr10	118608623	118608772	150	*	X03614	387712	118609023	118642112	33090	+	250	upstream	250	ENO4
chr10	118609177	118609311	135	*	X03615	387712	118609023	118642112	33090	+	0	inside	153	ENO4
chr10	119805866	119806060	195	*	X03623	255082	119806332	119969665	163334	+	271	upstream	271	CASC2
chr10	119805866	119806060	195	*	X03623	22841	119764427	119806114	41688	-	0	inside	53	RAB11FIP2
chr10	119806592	119806711	120	*	X03624	255082	119806332	119969665	163334	+	0	inside	259	CASC2
chr10	119806592	119806711	120	*	X03624	22841	119764427	119806114	41688	-	477	upstream	477	RAB11FIP2
chr10	120788659	120788837	179	*	X03628	340719	120789228	120793854	4627	+	390	upstream	390	NANOS1
chr10	120789243	120789392	150	*	X03629	340719	120789228	120793854	4627	+	0	inside	14	NANOS1
chr10	120840527	120840646	120	*	X03630	8661	120794541	120840334	45794	-	192	upstream	192	EIF3A
chr10	120924917	120925051	135	*	X03632	119559	120900425	120925204	24780	-	0	inside	152	SFXN4
chr10	120925142	120925291	150	*	X03633	119559	120900425	120925204	24780	-	0	overlapStart	0	SFXN4
chr10	120938321	120938455	135	*	X03634	10935	120927215	120938345	11131	-	0	overlapStart	0	PRDX3
chr10	120967138	120967302	165	*	X03636	2869	120967197	121215131	247935	+	0	overlapStart	0	GRK5
chr10	121410511	121410630	120	*	X03645	9531	121410882	121437329	26448	+	251	upstream	251	BAG3
chr10	121410752	121410816	65	*	X03646	9531	121410882	121437329	26448	+	65	upstream	65	BAG3
chr10	121410835	121410871	37	*	X03647	9531	121410882	121437329	26448	+	10	upstream	10	BAG3
chr10	121485324	121485398	75	*	X03650	22876	121485559	121588662	103104	+	160	upstream	160	INPP5F
chr10	121485494	121485623	130	*	X03651	22876	121485559	121588662	103104	+	0	overlapStart	0	INPP5F
chr10	123735148	123735252	105	*	X03659	54780	123716603	123734743	18141	-	404	upstream	404	NSMCE4A
chr10	124134344	124134463	120	*	X03662	59338	124134094	124191871	57778	+	0	inside	249	PLEKHA1
chr10	124639652	124639771	120	*	X03664	100533195	124591671	124639157	47487	-	494	upstream	494	FAM24B-CUZD1
chr10	124639652	124639771	120	*	X03664	196792	124608610	124639157	30548	-	494	upstream	494	FAM24B
chr10	124768481	124768553	73	*	X03667	36	124768429	124817806	49378	+	0	inside	51	ACADSB
chr10	124768481	124768553	73	*	X03667	64376	124750322	124768366	18045	-	114	upstream	114	IKZF5
chr10	124768894	124768998	105	*	X03668	64376	124750322	124768366	18045	-	527	upstream	527	IKZF5
chr10	124895285	124895674	390	*	X03669	340784	124895567	124897247	1681	+	0	overlapStart	0	HMX3
chr10	124907693	124907812	120	*	X03671	3167	124907638	124910188	2551	+	0	inside	54	HMX2
chr10	126107250	126107399	150	*	X03677	4942	126085872	126107545	21674	-	0	inside	145	OAT
chr10	126138611	126138666	56	*	X03678	390010	126135998	126138550	2553	-	60	upstream	60	NKX1-2
chr10	126479730	126479924	195	*	X03688	9679	126305649	126478907	173259	-	822	upstream	822	FAM53B
chr10	126488609	126488635	27	*	X03689	23172	126490354	126525239	34886	+	1718	upstream	1718	ABRAXAS2
chr10	126489101	126489295	195	*	X03690	23172	126490354	126525239	34886	+	1058	upstream	1058	ABRAXAS2
chr10	126489341	126489445	105	*	X03691	23172	126490354	126525239	34886	+	908	upstream	908	ABRAXAS2
chr10	127510594	127510683	90	*	X03695	56647	127512104	127542264	30161	+	1420	upstream	1420	BCCIP
chr10	127585461	127585565	105	*	X03696	55760	127524909	127585027	60119	-	433	upstream	433	DHX32
chr10	127585603	127585722	120	*	X03697	55760	127524909	127585027	60119	-	575	upstream	575	DHX32
chr10	128593615	128593719	105	*	X03698	1793	128594023	129250780	656758	+	303	upstream	303	DOCK1
chr10	131265448	131265478	31	*	X03704	4255	131265454	131565783	300330	+	0	overlapStart	0	MGMT
chr10	131265599	131265703	105	*	X03705	4255	131265454	131565783	300330	+	0	inside	144	MGMT
chr10	131908822	131908941	120	*	X03706	387723	131862162	131909081	46920	-	0	inside	139	C10orf143
chr10	131910133	131910252	120	*	X03707	387723	131862162	131909081	46920	-	1051	upstream	1051	C10orf143
chr10	131933798	131933846	49	*	X03708	10539	131934639	131982785	48147	+	792	upstream	792	GLRX3
chr10	133795675	133795712	38	*	X03712	664	133781204	133795435	14232	-	239	upstream	239	BNIP3
chr10	134144792	134144896	105	*	X03717	80313	134145614	134195010	49397	+	717	upstream	717	LRRC27
chr10	134145122	134145241	120	*	X03718	80313	134145614	134195010	49397	+	372	upstream	372	LRRC27
chr10	134145272	134145466	195	*	X03719	80313	134145614	134195010	49397	+	147	upstream	147	LRRC27
chr10	134210241	134210405	165	*	X03721	170394	134210702	134231358	20657	+	296	upstream	296	PWWP2B
chr10	134349651	134349755	105	*	X03731	3632	134351353	134596984	245632	+	1597	upstream	1597	INPP5A
chr10	134755817	134755921	105	*	X03737	54777	134621896	134756089	134194	-	0	inside	167	CFAP46
chr10	134755937	134756011	75	*	X03738	54777	134621896	134756089	134194	-	0	inside	77	CFAP46
chr10	134756237	134756326	90	*	X03739	54777	134621896	134756089	134194	-	147	upstream	147	CFAP46
chr10	134973984	134974073	90	*	X03740	85442	134973971	135039916	65946	+	0	inside	12	KNDC1
chr10	135122185	135122304	120	*	X03743	118472	135122423	135126666	4244	+	118	upstream	118	ZNF511
chr10	135122185	135122304	120	*	X03743	118471	135122894	135166187	43294	+	589	upstream	589	PRAP1
chr10	135122695	135122874	180	*	X03744	118472	135122423	135126666	4244	+	0	inside	271	ZNF511
chr10	135122695	135122874	180	*	X03744	118471	135122894	135166187	43294	+	19	upstream	19	PRAP1
chr10	135171529	135171555	27	*	X03757	282969	135168658	135171529	2872	-	0	overlapStart	0	FUOM
chr10	135171620	135171693	74	*	X03758	282969	135168658	135171529	2872	-	90	upstream	90	FUOM
chr10	135171730	135171941	212	*	X03759	282969	135168658	135171529	2872	-	200	upstream	200	FUOM
chr10	135185957	135185986	30	*	X03760	100500911	135185060	135185167	108	-	789	upstream	789	MIR3944
chr10	135186204	135186818	615	*	X03761	100500911	135185060	135185167	108	-	1036	upstream	1036	MIR3944
chr10	135186204	135186818	615	*	X03761	1892	135175987	135186908	10922	-	0	inside	89	ECHS1
chr10	135191589	135191678	90	*	X03762	196743	135192741	135205198	12458	+	1062	upstream	1062	PAOX
chr10	135192159	135192293	135	*	X03763	196743	135192741	135205198	12458	+	447	upstream	447	PAOX
chr10	135192370	135192489	120	*	X03764	196743	135192741	135205198	12458	+	251	upstream	251	PAOX
chr10	135207809	135207988	180	*	X03765	92170	135207621	135234174	26554	+	0	inside	187	MTG1
chr11	207244	207303	60	*	X03768	60626	208530	215110	6581	+	1226	upstream	1226	RIC8A
chr11	207244	207303	60	*	X03768	51272	202924	207422	4499	-	0	inside	118	BET1L
chr11	207810	207914	105	*	X03769	60626	208530	215110	6581	+	615	upstream	615	RIC8A
chr11	207810	207914	105	*	X03769	51272	202924	207422	4499	-	387	upstream	387	BET1L
chr11	207945	208049	105	*	X03770	60626	208530	215110	6581	+	480	upstream	480	RIC8A
chr11	207945	208049	105	*	X03770	51272	202924	207422	4499	-	522	upstream	522	BET1L
chr11	208935	209204	270	*	X03771	51272	202924	207422	4499	-	1512	upstream	1512	BET1L
chr11	235945	235959	15	*	X03772	5719	236808	252984	16177	+	848	upstream	848	PSMD13
chr11	236168	236383	216	*	X03773	5719	236808	252984	16177	+	424	upstream	424	PSMD13
chr11	288989	289123	135	*	X03774	80162	289138	295688	6551	+	14	upstream	14	PGGHG
chr11	289154	289453	300	*	X03775	80162	289138	295688	6551	+	0	inside	15	PGGHG
chr11	368859	369143	285	*	X03780	338707	369795	382117	12323	+	651	upstream	651	B4GALNT4
chr11	369161	369205	45	*	X03781	338707	369795	382117	12323	+	589	upstream	589	B4GALNT4
chr11	369336	369410	75	*	X03782	338707	369795	382117	12323	+	384	upstream	384	B4GALNT4
chr11	369708	369842	135	*	X03783	338707	369795	382117	12323	+	0	overlapStart	0	B4GALNT4
chr11	369948	370232	285	*	X03784	338707	369795	382117	12323	+	0	inside	152	B4GALNT4
chr11	441834	441923	90	*	X03793	338440	417930	442011	24082	-	0	inside	87	ANO9
chr11	442197	442372	176	*	X03794	338440	417930	442011	24082	-	185	upstream	185	ANO9
chr11	448827	448946	120	*	X03797	81490	450280	491387	41108	+	1333	upstream	1333	PTDSS2
chr11	450017	450106	90	*	X03798	81490	450280	491387	41108	+	173	upstream	173	PTDSS2
chr11	507058	507102	45	*	X03802	6050	494512	507283	12772	-	0	inside	180	RNH1
chr11	507246	507354	109	*	X03803	6050	494512	507283	12772	-	0	overlapStart	0	RNH1
chr11	507401	507575	175	*	X03804	6050	494512	507283	12772	-	117	upstream	117	RNH1
chr11	535129	535308	180	*	X03805	3265	532242	535550	3309	-	0	inside	241	HRAS
chr11	536019	536303	285	*	X03806	3265	532242	535550	3309	-	468	upstream	468	HRAS
chr11	536019	536303	285	*	X03806	115399	537522	554916	17395	+	1218	upstream	1218	LRRC56
chr11	560261	560350	90	*	X03810	8045	560971	564025	3055	+	620	upstream	620	RASSF7
chr11	560801	560980	180	*	X03811	8045	560971	564025	3055	+	0	overlapStart	0	RASSF7
chr11	560801	560980	180	*	X03811	256329	554850	560779	5930	-	21	upstream	21	LMNTD2
chr11	561581	561715	135	*	X03812	256329	554850	560779	5930	-	801	upstream	801	LMNTD2
chr11	568155	568304	150	*	X03814	406992	568089	568198	110	-	0	overlapStart	0	MIR210
chr11	568155	568304	150	*	X03814	100506211	565657	568457	2801	-	0	inside	152	MIR210HG
chr11	574707	574886	180	*	X03815	57661	576483	612222	35740	+	1596	upstream	1596	PHRF1
chr11	575879	575903	25	*	X03816	57661	576483	612222	35740	+	579	upstream	579	PHRF1
chr11	575879	575903	25	*	X03816	143666	573808	575885	2078	-	0	overlapStart	0	LOC143666
chr11	576132	576311	180	*	X03817	57661	576483	612222	35740	+	171	upstream	171	PHRF1
chr11	576132	576311	180	*	X03817	143666	573808	575885	2078	-	246	upstream	246	LOC143666
chr11	576699	576818	120	*	X03818	57661	576483	612222	35740	+	0	inside	215	PHRF1
chr11	576699	576818	120	*	X03818	143666	573808	575885	2078	-	813	upstream	813	LOC143666
chr11	693676	693765	90	*	X03823	283232	695591	705028	9438	+	1825	upstream	1825	TMEM80
chr11	694216	694710	495	*	X03824	283232	695591	705028	9438	+	880	upstream	880	TMEM80
chr11	696049	696198	150	*	X03825	10522	644225	695740	51516	-	308	upstream	308	DEAF1
chr11	705554	705688	135	*	X03826	64787	706120	727727	21608	+	431	upstream	431	EPS8L2
chr11	705704	705808	105	*	X03827	64787	706120	727727	21608	+	311	upstream	311	EPS8L2
chr11	746955	747059	105	*	X03835	6888	747432	765024	17593	+	372	upstream	372	TALDO1
chr11	777129	777353	225	*	X03838	347862	767223	777487	10265	-	0	inside	133	GATD1
chr11	777732	778031	300	*	X03839	347862	767223	777487	10265	-	244	upstream	244	GATD1
chr11	777732	778031	300	*	X03839	171391	779454	780755	1302	+	1422	upstream	1422	LOC171391
chr11	797972	798121	150	*	X03844	79751	790475	798269	7795	-	0	inside	147	SLC25A22
chr11	805048	805197	150	*	X03847	55367	799179	805250	6072	-	0	inside	52	PIDD1
chr11	805228	805317	90	*	X03848	55367	799179	805250	6072	-	0	overlapStart	0	PIDD1
chr11	805423	805497	75	*	X03849	55367	799179	805250	6072	-	172	upstream	172	PIDD1
chr11	809781	809885	105	*	X03850	6181	809936	812876	2941	+	50	upstream	50	RPLP2
chr11	809781	809885	105	*	X03850	619565	811681	811814	134	+	1795	upstream	1795	SNORA52
chr11	826269	826388	120	*	X03856	283229	826157	831991	5835	+	0	inside	111	CRACR2B
chr11	833214	833348	135	*	X03861	977	832952	838835	5884	+	0	inside	261	CD151
chr11	925059	925404	346	*	X03869	161	925809	1012245	86437	+	404	upstream	404	AP2A2
chr11	1329524	1329565	42	*	X03875	255512	1330938	1331937	1000	+	1372	upstream	1372	TOLLIP-AS1
chr11	1330421	1330705	285	*	X03876	255512	1330938	1331937	1000	+	232	upstream	232	TOLLIP-AS1
chr11	1330421	1330705	285	*	X03876	54472	1295598	1330892	35295	-	0	inside	186	TOLLIP
chr11	1592053	1592262	210	*	X03885	338651	1593971	1620414	26444	+	1708	upstream	1708	KRTAP5-AS1
chr11	1592877	1593011	135	*	X03886	338651	1593971	1620414	26444	+	959	upstream	959	KRTAP5-AS1
chr11	1592877	1593011	135	*	X03886	1850	1575281	1593150	17870	-	0	inside	138	DUSP8
chr11	1593627	1594002	376	*	X03887	338651	1593971	1620414	26444	+	0	overlapStart	0	KRTAP5-AS1
chr11	1593627	1594002	376	*	X03887	1850	1575281	1593150	17870	-	476	upstream	476	DUSP8
chr11	1594362	1594541	180	*	X03888	1850	1575281	1593150	17870	-	1211	upstream	1211	DUSP8
chr11	1594722	1594811	90	*	X03889	1850	1575281	1593150	17870	-	1571	upstream	1571	DUSP8
chr11	1594857	1595096	240	*	X03890	1850	1575281	1593150	17870	-	1706	upstream	1706	DUSP8
chr11	1595127	1595246	120	*	X03891	1850	1575281	1593150	17870	-	1976	upstream	1976	DUSP8
chr11	1785265	1785354	90	*	X03897	1509	1773982	1785222	11241	-	42	upstream	42	CTSD
chr11	1785265	1785354	90	*	X03897	81532	1490685	1785501	294817	-	0	inside	146	MOB2
chr11	2157128	2157367	240	*	X03902	619552	2155364	2155439	76	-	1688	upstream	1688	MIR483
chr11	2159604	2160473	870	*	X03906	51214	2161758	2169896	8139	+	1284	upstream	1284	IGF2-AS
chr11	2160534	2160594	61	*	X03907	51214	2161758	2169896	8139	+	1163	upstream	1163	IGF2-AS
chr11	2160849	2160908	60	*	X03908	51214	2161758	2169896	8139	+	849	upstream	849	IGF2-AS
chr11	2161059	2161163	105	*	X03909	51214	2161758	2169896	8139	+	594	upstream	594	IGF2-AS
chr11	2161524	2161838	315	*	X03910	51214	2161758	2169896	8139	+	0	overlapStart	0	IGF2-AS
chr11	2323675	2323741	67	*	X03915	29125	2317507	2323143	5637	-	531	upstream	531	C11orf21
chr11	2721913	2722032	120	*	X03917	10984	2629558	2721228	91671	-	684	upstream	684	KCNQ1OT1
chr11	2925544	2925633	90	*	X03928	5003	2909327	2925175	15849	-	368	upstream	368	SLC22A18AS
chr11	2950758	2950874	117	*	X03929	7262	2949503	2950650	1148	-	107	upstream	107	PHLDA2
chr11	3078229	3078393	165	*	X03932	833	3022152	3078681	56530	-	0	inside	287	CARS1
chr11	3079016	3079173	158	*	X03933	833	3022152	3078681	56530	-	334	upstream	334	CARS1
chr11	3400368	3400502	135	*	X03935	7748	3379157	3400452	21296	-	0	overlapStart	0	ZNF195
chr11	3400368	3400502	135	*	X03935	650368	3402191	3430378	28188	+	1688	upstream	1688	TSSC2
chr11	3664435	3664513	79	*	X03938	116969	3659736	3663546	3811	-	888	upstream	888	ART5
chr11	3664435	3664513	79	*	X03938	417	3666361	3685646	19286	+	1847	upstream	1847	ART1
chr11	3862211	3862345	135	*	X03941	391	3848208	3862213	14006	-	0	overlapStart	0	RHOG
chr11	3862391	3862510	120	*	X03942	391	3848208	3862213	14006	-	177	upstream	177	RHOG
chr11	3862808	3862882	75	*	X03943	391	3848208	3862213	14006	-	594	upstream	594	RHOG
chr11	3876791	3876895	105	*	X03944	6786	3876933	4114440	237508	+	37	upstream	37	STIM1
chr11	3876791	3876895	105	*	X03944	100616453	3877292	3877371	80	+	396	upstream	396	MIR4687
chr11	4208429	4208548	120	*	X03949	100506082	4208382	4223883	15502	+	0	inside	46	LINC02749
chr11	6256290	6256456	167	*	X03951	1262	6255995	6265709	9715	+	0	inside	294	CNGA4
chr11	6256290	6256456	167	*	X03951	84067	6232564	6255941	23378	-	348	upstream	348	FAM160A2
chr11	6462195	6462217	23	*	X03953	3263	6452268	6462254	9987	-	0	inside	36	HPX
chr11	6502260	6502349	90	*	X03956	26515	6502677	6505911	3235	+	327	upstream	327	TIMM10B
chr11	6624710	6624844	135	*	X03957	3611	6624964	6632099	7136	+	119	upstream	119	ILK
chr11	6624710	6624844	135	*	X03957	23378	6621144	6624880	3737	-	0	inside	35	RRP8
chr11	6624920	6625368	449	*	X03958	3611	6624964	6632099	7136	+	0	overlapStart	0	ILK
chr11	6624920	6625368	449	*	X03958	23378	6621144	6624880	3737	-	39	upstream	39	RRP8
chr11	6633140	6633184	45	*	X03959	6881	6632048	6633475	1428	-	0	inside	290	TAF10
chr11	6640459	6640593	135	*	X03961	1200	6633997	6640692	6696	-	0	inside	98	TPP1
chr11	7041586	7041704	119	*	X03962	338323	7041700	7092757	51058	+	0	overlapStart	0	NLRP14
chr11	7041586	7041704	119	*	X03962	7761	7020549	7041586	21038	-	0	overlapStart	0	ZNF214
chr11	7506515	7506619	105	*	X03963	283298	7506600	7532606	26007	+	0	overlapStart	0	OLFML1
chr11	7506695	7506784	90	*	X03964	283298	7506600	7532606	26007	+	0	inside	94	OLFML1
chr11	7533903	7533919	17	*	X03965	8495	7534996	7678358	143363	+	1076	upstream	1076	PPFIBP2
chr11	7534955	7535059	105	*	X03966	8495	7534996	7678358	143363	+	0	overlapStart	0	PPFIBP2
chr11	7535090	7535194	105	*	X03967	8495	7534996	7678358	143363	+	0	inside	93	PPFIBP2
chr11	8932418	8932672	255	*	X03974	56672	8932701	8941626	8926	+	28	upstream	28	AKIP1
chr11	8932418	8932672	255	*	X03974	6764	8714899	8932498	217600	-	0	overlapStart	0	DENND2B
chr11	8985334	8985408	75	*	X03975	493900	8986222	8997830	11609	+	813	upstream	813	TMEM9B-AS1
chr11	8985454	8985813	360	*	X03976	493900	8986222	8997830	11609	+	408	upstream	408	TMEM9B-AS1
chr11	9026249	9026319	71	*	X03977	56675	9002123	9025596	23474	-	652	upstream	652	NRIP3
chr11	9482554	9482632	79	*	X03981	7702	9482512	9550071	67560	+	0	inside	41	ZNF143
chr11	9482554	9482632	79	*	X03981	644656	9481103	9482245	1143	-	308	upstream	308	LOC644656
chr11	9594452	9594586	135	*	X03983	7465	9595228	9611313	16086	+	641	upstream	641	WEE1
chr11	9685612	9685876	265	*	X03985	23075	9685628	9774507	88880	+	0	overlapStart	0	SWAP70
chr11	9779726	9779875	150	*	X03986	283104	9779840	9832866	53027	+	0	overlapStart	0	SBF2-AS1
chr11	9781076	9781210	135	*	X03987	440028	9776317	9781080	4764	-	0	overlapStart	0	LINC02709
chr11	10315713	10315832	120	*	X03990	81846	9800214	10315754	515541	-	0	overlapStart	0	SBF2
chr11	10316286	10316405	120	*	X03991	81846	9800214	10315754	515541	-	531	upstream	531	SBF2
chr11	10830295	10830444	150	*	X03996	1982	10818593	10830582	11990	-	0	inside	137	EIF4G2
chr11	10877751	10877885	135	*	X03997	729013	10879764	10900823	21060	+	1878	upstream	1878	ZBED5-AS1
chr11	11862870	11863139	270	*	X04001	55031	11862970	11980872	117903	+	0	overlapStart	0	USP47
chr11	12695609	12695713	105	*	X04006	7003	12695969	12966284	270316	+	255	upstream	255	TEAD1
chr11	13299253	13299388	136	*	X04010	406	13299325	13408812	109488	+	0	overlapStart	0	ARNTL
